2020-02-15_CloseContact,2020-02-15_Confirmed,2020-02-15_Critical,2020-02-15_Cured,2020-02-15_Dead,2020-02-15_Obse,2020-02-15_Severe,2020-02-15_UnObse,2020-02-14_CloseContact,2020-02-14_Confirmed,2020-02-14_Critical,2020-02-14_Cured,2020-02-14_Dead,2020-02-14_Obse,2020-02-14_Severe,2020-02-14_UnObse,2020-02-13_CloseContact,2020-02-13_Confirmed,2020-02-13_Critical,2020-02-13_Cured,2020-02-13_Dead,2020-02-13_Obse,2020-02-13_Severe,2020-02-13_UnObse,2020-02-12_CloseContact,2020-02-12_Confirmed,2020-02-12_Critical,2020-02-12_Cured,2020-02-12_Dead,2020-02-12_Obse,2020-02-12_Severe,2020-02-12_UnObse,2020-02-11_CloseContact,2020-02-11_Confirmed,2020-02-11_Critical,2020-02-11_Cured,2020-02-11_Dead,2020-02-11_Obse,2020-02-11_Severe,2020-02-11_UnObse,2020-02-10_CloseContact,2020-02-10_Confirmed,2020-02-10_Critical,2020-02-10_Cured,2020-02-10_Dead,2020-02-10_Obse,2020-02-10_Severe,2020-02-10_UnObse,2020-02-09_CloseContact,2020-02-09_Confirmed,2020-02-09_Critical,2020-02-09_Cured,2020-02-09_Dead,2020-02-09_Obse,2020-02-09_Severe,2020-02-09_UnObse,2020-02-08_CloseContact,2020-02-08_Confirmed,2020-02-08_Critical,2020-02-08_Cured,2020-02-08_Dead,2020-02-08_Obse,2020-02-08_Severe,2020-02-08_UnObse,2020-02-07_CloseContact,2020-02-07_Confirmed,2020-02-07_Critical,2020-02-07_Cured,2020-02-07_Dead,2020-02-07_Obse,2020-02-07_Severe,2020-02-07_UnObse,2020-02-06_CloseContact,2020-02-06_Confirmed,2020-02-06_Critical,2020-02-06_Cured,2020-02-06_Dead,2020-02-06_Obse,2020-02-06_Severe,2020-02-06_UnObse,2020-02-05_CloseContact,2020-02-05_Confirmed,2020-02-05_Critical,2020-02-05_Cured,2020-02-05_Dead,2020-02-05_Obse,2020-02-05_Severe,2020-02-05_UnObse,2020-02-04_CloseContact,2020-02-04_Confirmed,2020-02-04_Critical,2020-02-04_Cured,2020-02-04_Dead,2020-02-04_Obse,2020-02-04_Severe,2020-02-04_UnObse,2020-02-03_CloseContact,2020-02-03_Confirmed,2020-02-03_Critical,2020-02-03_Cured,2020-02-03_Dead,2020-02-03_Obse,2020-02-03_Severe,2020-02-03_UnObse,2020-02-02_CloseContact,2020-02-02_Confirmed,2020-02-02_Critical,2020-02-02_Cured,2020-02-02_Dead,2020-02-02_Obse,2020-02-02_Severe,2020-02-02_UnObse,2020-02-01_CloseContact,2020-02-01_Confirmed,2020-02-01_Critical,2020-02-01_Cured,2020-02-01_Dead,2020-02-01_Obse,2020-02-01_Severe,2020-02-01_UnObse,2020-01-31_CloseContact,2020-01-31_Confirmed,2020-01-31_Critical,2020-01-31_Cured,2020-01-31_Dead,2020-01-31_Obse,2020-01-31_Severe,2020-01-31_UnObse,2020-01-30_CloseContact,2020-01-30_Confirmed,2020-01-30_Critical,2020-01-30_Cured,2020-01-30_Dead,2020-01-30_Obse,2020-01-30_Severe,2020-01-30_UnObse,2020-01-29_CloseContact,2020-01-29_Confirmed,2020-01-29_Critical,2020-01-29_Cured,2020-01-29_Dead,2020-01-29_Obse,2020-01-29_Severe,2020-01-29_UnObse,2020-01-28_CloseContact,2020-01-28_Confirmed,2020-01-28_Critical,2020-01-28_Cured,2020-01-28_Dead,2020-01-28_Obse,2020-01-28_Severe,2020-01-28_UnObse,2020-01-27_CloseContact,2020-01-27_Confirmed,2020-01-27_Critical,2020-01-27_Cured,2020-01-27_Dead,2020-01-27_Obse,2020-01-27_Severe,2020-01-27_UnObse,2020-01-26_CloseContact,2020-01-26_Confirmed,2020-01-26_Critical,2020-01-26_Cured,2020-01-26_Dead,2020-01-26_Obse,2020-01-26_Severe,2020-01-26_UnObse,2020-01-25_CloseContact,2020-01-25_Confirmed,2020-01-25_Critical,2020-01-25_Cured,2020-01-25_Dead,2020-01-25_Obse,2020-01-25_Severe,2020-01-25_UnObse,2020-01-24_CloseContact,2020-01-24_Confirmed,2020-01-24_Critical,2020-01-24_Cured,2020-01-24_Dead,2020-01-24_Obse,2020-01-24_Severe,2020-01-24_UnObse,2020-01-23_CloseContact,2020-01-23_Confirmed,2020-01-23_Critical,2020-01-23_Cured,2020-01-23_Dead,2020-01-23_Obse,2020-01-23_Severe,2020-01-23_UnObse,2020-01-22_CloseContact,2020-01-22_Confirmed,2020-01-22_Critical,2020-01-22_Cured,2020-01-22_Dead,2020-01-22_Obse,2020-01-22_Severe,2020-01-22_UnObse,2020-01-21_CloseContact,2020-01-21_Confirmed,2020-01-21_Critical,2020-01-21_Cured,2020-01-21_Dead,2020-01-21_Obse,2020-01-21_Severe,2020-01-21_UnObse,2020-01-20_CloseContact,2020-01-20_Confirmed,2020-01-20_Critical,2020-01-20_Cured,2020-01-20_Dead,2020-01-20_Obse,2020-01-20_Severe,2020-01-20_UnObse,2020-01-19_CloseContact,2020-01-19_Confirmed,2020-01-19_Critical,2020-01-19_Cured,2020-01-19_Dead,2020-01-19_Obse,2020-01-19_Severe,2020-01-19_UnObse,2020-01-18_CloseContact,2020-01-18_Confirmed,2020-01-18_Critical,2020-01-18_Cured,2020-01-18_Dead,2020-01-18_Obse,2020-01-18_Severe,2020-01-18_UnObse,2020-01-17_CloseContact,2020-01-17_Confirmed,2020-01-17_Critical,2020-01-17_Cured,2020-01-17_Dead,2020-01-17_Obse,2020-01-17_Severe,2020-01-17_UnObse,2020-01-16_CloseContact,2020-01-16_Confirmed,2020-01-16_Critical,2020-01-16_Cured,2020-01-16_Dead,2020-01-16_Obse,2020-01-16_Severe,2020-01-16_UnObse,2020-01-15_CloseContact,2020-01-15_Confirmed,2020-01-15_Critical,2020-01-15_Cured,2020-01-15_Dead,2020-01-15_Obse,2020-01-15_Severe,2020-01-15_UnObse
15673,236,1,1,1,1,1,9990,14299,230,1,1,1,1,1,8683,13562,229,1,1,1,1,1,7498,12733,225,1,1,1,1,1,6908,12013,219,1,31,1,1,1,6200,12013,219,1,31,0,12013,1,6200,10986,213,1,26,0,10986,1,5303,10022,208,1,20,0,10022,1,4626,9077,195,1,17,0,9077,1,3837,8309,184,1,11,0,8309,1,3088,7655,173,1,6,0,7655,1,2393,7040,165,1,2,0,7040,1,1752,6240,142,1,1,0,6240,1,1303,5418,128,1,0,0,5418,0,906,4394,116,1,0,0,4394,0,809,3564,101,0,0,0,3564,0,0,2779,87,0,0,0,0,0,0,1979,63,0,0,0,1979,0,0,899,46,0,0,0,0,0,0,286,35,0,0,0,0,0,0,273,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1316,32,436,2,2693,71,1,1,1294,35,386,2,2718,68,1,1,1261,37,332,2,2986,72,1,1,1241,38,284,2,3123,74,1,1,1219,39,241,1,3124,79,1,1,1177,38,181,1,1,86,1,1,1151,40,143,1,3158,101,1,1,1120,38,125,1,3197,91,1,1,1075,37,97,1,3412,85,1,1,1018,34,68,0,3522,85,1,1,944,32,49,0,3530,83,1,1,870,29,32,0,3247,69,1,1,797,25,20,0,2999,61,1,1,683,20,14,0,2660,57,1,1,604,1,1,1,2418,1,1,0,520,0,0,0,0,0,0,1950,393,0,0,0,0,0,0,1514,311,12,6,0,1514,34,0,1342,241,9,5,0,0,22,0,1019,188,6,4,0,0,23,0,708,146,6,2,0,0,20,0,0,98,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976,81,3,18,1,907,2,2069,2976,81,3,18,1,907,2,2069,2954,81,3,13,1,950,2,2004,2806,80,3,12,1,1074,2,1732,2623,78,0,5,1,1235,4,1388,2353,69,1,4,1,1265,5,1088,2073,65,1,4,1,1248,3,825,1765,59,2,2,0,1235,3,530,1627,54,2,1,0,1176,3,451,1442,42,2,1,0,1265,3,177,1181,31,1,1,0,1110,4,71,982,23,0,1,0,982,0,0,831,17,0,1,0,831,0,0,675,14,0,1,0,0,0,0,360,14,0,0,0,360,1,0,288,9,0,0,0,0,0,0,184,8,0,0,0,0,0,0,114,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10348,300,1,100,3,3523,21,229,10154,291,1,86,3,3566,20,670,9989,283,1,69,3,4078,19,547,9634,265,1,54,3,4287,19,284,8771,251,1,48,2,3716,22,534,8138,239,1,41,2,3633,21,497,7691,218,0,35,2,3688,22,1,7326,206,0,30,2,3568,17,1,6720,195,0,25,1,3423,16,1,5916,171,0,16,1,3278,14,1,5357,157,0,7,1,3077,13,290,4728,135,0,4,1,2866,12,1,4084,126,0,3,1,2617,12,298,3796,113,0,3,1,2797,12,501,3132,104,0,3,1,2540,9,176,2354,96,0,0,1,2045,8,52,1899,82,0,0,1,1698,7,109,1581,65,0,0,1,1495,8,49,1040,48,0,0,1,0,4,0,644,33,0,0,1,0,0,0,353,18,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,32767,1957,5623,1596,32767,8439,1,32767,32767,1876,4774,1457,32767,8276,1,32767,32767,1685,1,1,32767,7593,1,32767,32767,1437,3441,1310,32767,5647,1,32767,32767,1517,2639,1068,32767,5724,1,32767,31728,1298,2222,974,32767,5046,1,32767,29631,1236,1795,871,32767,4269,1,32767,27100,1154,1439,780,32767,4093,1,32767,24953,1007,1115,699,32767,4188,1,32767,22112,841,817,618,32767,3161,1,32767,19665,756,633,549,32767,2328,1,32767,16678,711,520,479,32767,1809,1,32767,13522,576,396,414,32767,1567,1,32767,11177,478,295,350,32767,1223,1,32767,9074,444,215,294,32767,1118,1,32767,7153,338,166,249,32767,956,0,32767,5806,290,116,204,32340,804,109,28780,4586,277,90,162,26632,711,0,22095,3554,228,80,125,20366,671,0,16904,2714,127,47,100,15559,563,0,10394,1423,69,44,76,9103,221,1291,0,1052,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,41,0,0,0,0,0,0
2457,144,6,37,1,540,3,1830,2242,143,5,33,1,565,4,1597,2153,140,5,28,1,796,8,1280,2024,135,5,20,1,707,9,1242,1879,131,5,17,1,895,11,912,1763,118,7,10,1,791,13,902,1645,109,7,7,1,775,14,805,1492,96,5,7,1,727,15,705,1285,89,9,6,1,678,9,564,1045,77,6,6,1,648,4,369,1045,69,4,6,1,650,9,368,793,64,6,5,0,630,2,142,670,56,6,2,0,552,6,97,567,46,4,2,0,501,6,50,567,38,2,2,0,502,6,50,469,29,0,2,0,416,5,40,389,15,0,1,0,362,0,21,353,12,0,1,0,327,3,21,185,9,0,0,0,182,1,3,185,9,0,0,0,182,1,3,160,7,0,0,0,157,1,2,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15074,530,11,139,2,3486,17,11324,14742,519,10,111,2,3584,16,10896,14232,506,8,98,2,3520,18,10462,13482,497,9,80,1,3271,17,9966,13119,486,9,71,1,3468,18,9410,12629,459,6,63,1,3856,23,8544,12422,435,6,50,1,4294,26,7910,12270,407,7,38,0,5099,25,6970,12007,379,6,31,0,5343,22,6474,11277,343,6,18,0,6015,25,5105,10264,298,4,13,0,6067,21,4058,8777,270,2,7,0,6273,20,2380,7825,246,1,6,0,6299,16,1425,7277,225,1,5,0,6194,15,997,6333,202,1,2,0,5614,12,647,0,178,1,2,0,0,10,0,960,145,0,1,0,3867,0,61,3171,121,0,0,0,3095,0,46,2110,87,0,0,0,2093,0,11,1544,63,0,0,0,1533,0,11,0,39,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24256,925,1,239,1,4462,49,19794,23837,913,1,210,1,5892,63,17945,23338,900,1,187,1,6897,57,16441,22802,872,1,170,1,7709,54,15093,21693,844,1,152,1,9069,53,12624,20944,804,0,127,1,9045,58,11899,19427,771,0,102,1,9692,57,9735,18747,740,0,72,0,10188,65,8559,17856,698,0,55,0,11073,61,6783,16631,661,0,45,0,11529,58,5102,14972,600,0,37,0,11149,53,3823,13753,548,0,27,0,11391,43,2362,12120,476,0,19,0,10293,37,1827,10477,391,0,18,0,9303,34,1174,9254,333,0,10,0,8429,32,825,8039,286,0,9,0,7548,33,491,6842,240,0,7,0,6567,33,275,5228,162,0,3,0,5063,16,165,3850,109,0,3,0,3727,11,123,2099,72,0,0,2,2018,7,81,1872,48,0,0,0,1835,6,37,0,36,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,1231,36,397,13,8136,36,6006,32767,1212,38,356,13,8772,38,5740,31587,1184,34,313,11,9376,49,5112,29625,1169,34,258,10,9860,58,5074,27752,1135,33,231,8,10432,60,4618,26362,1105,31,198,7,10780,60,3760,24627,1073,31,169,6,10199,63,3890,21308,1033,26,131,6,10178,64,3618,20928,981,28,97,4,10187,58,3516,19555,914,27,68,3,10138,48,3356,17467,851,24,54,2,9950,38,2415,16088,764,19,41,2,9695,38,2285,14533,675,15,20,2,9030,39,1827,12797,556,14,14,2,8250,30,1424,11012,493,12,4,2,7162,32,1263,8908,422,5,3,2,6238,36,1964,7512,352,5,3,2,6215,37,804,5288,278,4,2,2,4760,37,499,3158,206,2,1,2,2768,32,312,2225,168,0,0,1,1961,30,164,1651,128,0,0,1,1543,17,90,0,83,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,120,2,32,1,573,6,1888,2306,119,2,29,1,512,8,1794,2302,117,2,22,1,514,9,1788,2196,116,2,20,1,581,11,1615,2138,116,3,19,1,550,11,1588,2138,108,2,17,0,550,12,1588,2004,107,2,12,0,697,12,1296,1944,105,1,8,0,788,14,1113,1850,96,1,7,0,835,11,1015,1782,95,1,6,0,767,7,1015,1554,89,0,4,0,1135,7,418,1436,81,0,2,0,1109,6,326,1253,74,0,1,0,1015,6,228,1172,70,0,1,0,956,5,218,898,64,0,1,0,788,5,110,804,60,0,1,0,709,6,95,744,45,0,1,0,671,8,73,650,41,0,1,0,577,9,73,485,36,0,0,0,464,6,21,418,27,0,0,0,404,14,14,409,22,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3838,127,4,38,0,727,6,2141,3728,126,5,36,0,899,6,1910,3597,126,3,33,0,850,10,2082,5475,124,3,30,0,899,9,1910,3332,122,5,26,0,985,12,1683,3269,119,5,25,0,1077,10,1531,3038,115,4,21,0,1054,9,1348,2895,104,6,15,0,1096,6,1160,2710,96,4,6,0,1199,6,874,2476,90,4,6,0,1275,7,543,2368,81,4,4,0,1511,4,187,2212,74,0,2,0,1602,5,607,1970,66,0,2,0,1539,5,428,1634,56,1,1,0,1307,3,327,1333,47,1,1,0,1101,2,232,1092,39,0,0,0,901,2,144,837,35,1,1,0,721,1,116,603,27,0,0,0,0,2,101,346,20,0,0,0,0,2,54,312,13,0,0,0,0,0,54,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21796,962,16,232,6,4089,1,1,20646,950,14,198,6,4570,1,1,20229,934,11,166,6,5657,1,1,19784,910,11,128,5,1,1,1,19276,889,8,108,4,1,1,1,18667,860,6,88,4,1,1,1,17384,830,7,73,3,1,1,1,16532,779,5,59,1,1,0,1,15611,733,6,47,0,1,0,1,12753,665,6,34,0,14235,1,1,12753,591,6,23,0,1,0,1,11604,530,5,20,0,1,0,1,10099,480,5,14,0,1,0,1,8975,408,4,7,0,1,0,1,7481,340,4,5,0,1,0,1,5967,297,0,3,0,0,3,0,4997,237,0,3,0,0,3,0,3638,200,0,2,0,0,0,0,2884,152,0,0,0,410,0,0,1719,106,0,0,0,0,0,0,1521,70,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,8,54,0,3001,15,6394,1,272,8,46,0,3154,16,5940,1,267,8,39,0,3117,16,5389,1,261,8,35,0,3185,13,3772,1,250,8,24,0,3525,14,4181,1,239,8,20,0,3330,12,3249,1,224,8,15,0,3642,11,2508,1,215,8,11,0,4159,12,1801,1,205,9,7,0,4193,14,1077,1,194,7,1,0,4235,15,557,1,179,7,0,0,3910,13,433,1,159,5,0,0,3613,7,265,0,144,3,0,0,3048,8,193,2501,120,4,0,0,0,8,143,111,101,3,0,0,1932,12,109,1528,83,2,0,0,0,13,0,1001,59,1,0,0,0,3,0,1001,56,1,0,0,0,3,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,1162,1,409,1,10183,79,1497,32767,1162,1,409,1,10183,79,1497,32767,1155,1,367,1,10834,81,1236,32767,1145,1,327,1,11356,79,1593,32767,1131,1,279,1,11631,80,1564,32550,1117,30,250,0,12624,87,16415,30795,1092,24,201,0,13293,80,14296,28033,1075,26,173,0,13633,77,11788,25936,1048,25,127,0,14526,78,9305,22270,1006,21,98,0,13333,72,7441,20191,954,15,81,0,13979,66,5407,16360,895,16,63,0,11886,65,3955,14294,829,15,48,0,11423,58,2557,12673,724,12,36,0,10566,58,1595,11962,661,12,23,0,10397,52,1008,11110,599,10,15,0,10023,51,513,9297,537,10,9,0,8801,40,422,8011,428,0,4,0,7629,54,336,5885,296,0,3,0,5501,42,316,3724,173,0,0,0,3521,31,155,3724,128,0,1,0,3521,18,155,0,104,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12224,617,4,190,1,3375,6,8849,12062,604,4,160,1,4005,6,8057,11849,593,4,137,1,4309,6,7540,11522,570,3,131,1,4553,6,6969,11302,543,3,94,0,4957,6,6345,10762,515,3,84,0,4957,6,5805,10296,492,3,72,0,5226,5,5070,9324,468,3,51,0,4998,5,4326,8533,439,2,43,0,5456,4,3077,7876,408,1,38,0,5882,4,1994,7053,373,0,26,0,5671,3,1382,6476,341,0,13,0,5581,3,895,5287,308,0,8,0,4804,2,483,4584,271,0,7,0,4304,2,280,3992,236,0,6,0,3776,1,216,3248,202,0,5,0,3084,2,164,2644,168,0,2,0,2507,2,137,0,129,0,1,0,0,1,0,1535,99,0,1,0,1483,1,52,1044,70,0,1,0,1002,1,42,760,47,0,1,0,723,1,37,0,31,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18925,518,24,102,3,7170,29,11755,18092,509,24,87,3,6743,29,11349,16532,486,22,66,2,6882,36,9650,15668,468,22,51,2,6554,34,9114,14765,446,20,39,2,6692,29,8073,14114,426,17,31,2,7474,31,6640,13066,411,16,24,2,7439,29,5627,11700,389,11,15,2,7239,32,4461,10776,366,10,14,2,7233,24,3543,9733,337,6,9,2,6745,23,2988,8429,300,6,7,2,6471,23,1958,7327,262,6,3,1,5746,26,1581,3169,238,6,1,1,3363,20,256,4125,206,4,1,0,3418,18,707,3169,165,4,1,0,3363,18,256,2462,147,4,0,0,2359,15,103,1447,132,3,0,0,1445,13,2,1106,110,1,0,0,1078,13,21,0,75,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,70,1,24,1,1485,1,1762,1,67,1,24,1,1485,1,1762,1,64,1,24,1,1442,1,1661,1,58,1,22,1,1432,1,1517,1,53,2,14,1,1361,2,1354,1,49,1,13,0,1,2,1204,2322,45,1,13,0,1492,1,830,2079,45,0,3,0,1322,3,757,1818,43,0,1,0,1818,3,595,1580,40,0,1,0,1227,3,353,1262,34,0,1,0,1262,5,0,1180,34,0,0,0,1180,6,0,992,31,0,0,0,992,4,0,884,28,0,0,0,884,4,0,792,26,0,0,0,792,2,0,632,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,471,12,0,0,0,0,0,0,471,11,0,0,0,0,0,0,306,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,162,1,39,4,1120,12,3782,4793,162,1,38,4,1220,12,3573,4559,157,1,30,4,1217,13,3342,4422,157,1,27,4,1323,11,3099,4129,145,1,20,3,1369,14,2760,3826,142,1,19,3,1546,15,2280,3456,136,0,19,3,1679,16,1777,3036,128,0,15,2,1443,16,1593,2780,123,0,11,2,1287,13,1493,2570,111,0,8,2,1203,15,1367,2198,106,0,5,1,1015,14,1183,2042,89,0,4,1,1054,11,988,1893,80,0,4,1,1030,10,863,1736,70,0,4,1,1070,10,666,1643,64,0,2,1,1027,9,616,0,0,0,0,0,0,0,0,1259,49,0,1,1,1069,8,190,0,0,0,0,0,0,0,0,913,43,0,0,1,827,9,86,471,31,0,0,1,447,4,24,471,31,0,0,1,447,4,24,0,22,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,10,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,380,1,105,4,1,1,988,1843,375,23,97,4,1,1,974,1776,372,1,79,3,1,1,798,1702,366,22,68,3,1,1,766,1,352,1,56,3,1,1,1,1,342,18,48,3,1,1,1,1465,337,17,44,2,1,0,632,1419,326,1,37,2,1,1,548,1202,315,10,34,2,1,1,498,1,297,10,33,1,1,1,1,1,274,10,31,1,1,1,1,1,228,10,24,1,1,1,1,1,228,9,23,1,1,1,1,1,212,11,12,1,1,1,1,1,183,1,9,1,1,1,1,0,156,2,5,1,0,14,0,0,132,0,5,1,0,0,0,0,114,2,4,1,0,14,0,0,91,2,2,1,0,12,0,0,80,2,2,1,0,12,0,0,68,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
